antecedents,consequents,antecedent support,consequent support,support,confidence
frozenset({'Ralph Breaks the Internet'}),frozenset({'Avengers: Infinity War - Part I'}),0.06871345029239766,0.5953666216824112,0.05443094916779127,0.7921440261865794
frozenset({'Jurassic World: Fallen Kingdom'}),frozenset({'Avengers: Infinity War - Part I'}),0.09975258659469186,0.5953666216824112,0.0816464237516869,0.8184892897406989
frozenset({'Spider-Man: Far from Home'}),frozenset({'Avengers: Infinity War - Part I'}),0.12708052181736393,0.5953666216824112,0.10290148448043185,0.8097345132743362
"frozenset({""Ocean's 8""})",frozenset({'Avengers: Infinity War - Part I'}),0.09559154295996401,0.5953666216824112,0.0680386864597391,0.711764705882353
frozenset({'Sorry to Bother You'}),frozenset({'Avengers: Infinity War - Part I'}),0.0855825461088619,0.5953666216824112,0.052968960863697706,0.6189224704336399
frozenset({'Tomb Raider'}),frozenset({'Avengers: Infinity War - Part I'}),0.08333333333333333,0.5953666216824112,0.06466486729644624,0.7759784075573549
frozenset({'Black Mirror: Bandersnatch'}),frozenset({'Avengers: Infinity War - Part I'}),0.08895636527215475,0.5953666216824112,0.05645524066576698,0.6346396965865991
frozenset({'Bird Box'}),frozenset({'Avengers: Infinity War - Part I'}),0.09817813765182186,0.5953666216824112,0.06095366621682411,0.6208476517754868
frozenset({'Annihilation'}),frozenset({'Avengers: Infinity War - Part I'}),0.21547458389563653,0.5953666216824112,0.13517768780926676,0.627348643006263
frozenset({'Us'}),frozenset({'Avengers: Infinity War - Part I'}),0.0860323886639676,0.5953666216824112,0.05274403958614485,0.6130718954248366
frozenset({'Avengers: Infinity War - Part I'}),frozenset({'Deadpool 2'}),0.5953666216824112,0.4501799370220423,0.3651596941070625,0.6133358519078201
frozenset({'Deadpool 2'}),frozenset({'Avengers: Infinity War - Part I'}),0.4501799370220423,0.5953666216824112,0.3651596941070625,0.8111416437671746
frozenset({'Upgrade'}),frozenset({'Avengers: Infinity War - Part I'}),0.11527215474583896,0.5953666216824112,0.0816464237516869,0.7082926829268292
frozenset({'Venom'}),frozenset({'Avengers: Infinity War - Part I'}),0.12291947818263607,0.5953666216824112,0.10211426000899686,0.8307410795974384
frozenset({'Solo: A Star Wars Story'}),frozenset({'Avengers: Infinity War - Part I'}),0.1647548358074674,0.5953666216824112,0.13304093567251463,0.8075085324232082
frozenset({'Ant-Man and the Wasp'}),frozenset({'Avengers: Infinity War - Part I'}),0.20535312640575798,0.5953666216824112,0.18848403058929375,0.9178532311062432
frozenset({'BlacKkKlansman'}),frozenset({'Avengers: Infinity War - Part I'}),0.13663967611336034,0.5953666216824112,0.0804093567251462,0.5884773662551439
frozenset({'Captain Marvel'}),frozenset({'Avengers: Infinity War - Part I'}),0.1420377867746289,0.5953666216824112,0.1293297345928925,0.9105304829770388
frozenset({'Searching'}),frozenset({'Avengers: Infinity War - Part I'}),0.09131803868645974,0.5953666216824112,0.06005398110661268,0.6576354679802955
frozenset({'A Quiet Place'}),frozenset({'Avengers: Infinity War - Part I'}),0.247638326585695,0.5953666216824112,0.1616059379217274,0.6525885558583107
frozenset({'Avengers: Infinity War - Part II'}),frozenset({'Avengers: Infinity War - Part I'}),0.3116284300494827,0.5953666216824112,0.23819163292847503,0.7643450018044027
frozenset({'Aquaman'}),frozenset({'Avengers: Infinity War - Part I'}),0.10605038236617184,0.5953666216824112,0.09210526315789473,0.8685047720042417
frozenset({'The Ballad of Buster Scruggs'}),frozenset({'Avengers: Infinity War - Part I'}),0.103463787674314,0.5953666216824112,0.0605038236617184,0.5847826086956521
frozenset({'Incredibles 2'}),frozenset({'Avengers: Infinity War - Part I'}),0.3069050832208727,0.5953666216824112,0.23650472334682862,0.7706119457676806
frozenset({'Spider-Man: Into the Spider-Verse'}),frozenset({'Avengers: Infinity War - Part I'}),0.33468286099865047,0.5953666216824112,0.23403058929374718,0.699260752688172
frozenset({'John Wick: Chapter 3 â€“ Parabellum'}),frozenset({'Deadpool 2'}),0.08220872694556905,0.4501799370220423,0.05645524066576698,0.6867305061559508
frozenset({'John Wick: Chapter 3 â€“ Parabellum'}),frozenset({'Avengers: Infinity War - Part II'}),0.08220872694556905,0.3116284300494827,0.06455240665766981,0.7852257181942545
frozenset({'John Wick: Chapter 3 â€“ Parabellum'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.08220872694556905,0.33468286099865047,0.05150697255960414,0.6265389876880985
frozenset({'Alita: Battle Angel'}),frozenset({'Avengers: Infinity War - Part II'}),0.06916329284750337,0.3116284300494827,0.05038236617183985,0.7284552845528455
frozenset({'Isle of Dogs'}),frozenset({'Deadpool 2'}),0.2134502923976608,0.4501799370220423,0.10964912280701754,0.5136986301369864
frozenset({'Bohemian Rhapsody'}),frozenset({'Deadpool 2'}),0.23076923076923078,0.4501799370220423,0.11673414304993253,0.5058479532163742
frozenset({'Game Night'}),frozenset({'Deadpool 2'}),0.14811066126855602,0.4501799370220423,0.0931174089068826,0.6287015945330297
frozenset({'Game Night'}),frozenset({'A Quiet Place'}),0.14811066126855602,0.247638326585695,0.07501124606387764,0.5064540622627183
frozenset({'Joker'}),frozenset({'Avengers: Infinity War - Part II'}),0.08906882591093117,0.3116284300494827,0.05476833108412056,0.61489898989899
frozenset({'Hereditary'}),frozenset({'Annihilation'}),0.1437246963562753,0.21547458389563653,0.08052181736392262,0.5602503912363067
frozenset({'Hereditary'}),frozenset({'A Quiet Place'}),0.1437246963562753,0.247638326585695,0.0943544759334233,0.6564945226917058
frozenset({'Fantastic Beasts and Where to Find Them 2'}),frozenset({'Deadpool 2'}),0.09829059829059829,0.4501799370220423,0.06309041835357625,0.6418764302059496
frozenset({'Fantastic Beasts and Where to Find Them 2'}),frozenset({'Ant-Man and the Wasp'}),0.09829059829059829,0.20535312640575798,0.05060728744939271,0.5148741418764302
frozenset({'Fantastic Beasts and Where to Find Them 2'}),frozenset({'Avengers: Infinity War - Part II'}),0.09829059829059829,0.3116284300494827,0.05645524066576698,0.5743707093821511
frozenset({'Jurassic World: Fallen Kingdom'}),frozenset({'Deadpool 2'}),0.09975258659469186,0.4501799370220423,0.06950067476383266,0.6967305524239008
frozenset({'Jurassic World: Fallen Kingdom'}),frozenset({'Solo: A Star Wars Story'}),0.09975258659469186,0.1647548358074674,0.05218173639226271,0.5231116121758738
frozenset({'Jurassic World: Fallen Kingdom'}),frozenset({'Ant-Man and the Wasp'}),0.09975258659469186,0.20535312640575798,0.05713000449842555,0.5727170236753101
frozenset({'Jurassic World: Fallen Kingdom'}),frozenset({'Avengers: Infinity War - Part II'}),0.09975258659469186,0.3116284300494827,0.05004498425551057,0.5016910935738444
frozenset({'Jurassic World: Fallen Kingdom'}),frozenset({'Incredibles 2'}),0.09975258659469186,0.3069050832208727,0.050157444894287,0.5028184892897407
frozenset({'Spider-Man: Far from Home'}),frozenset({'Deadpool 2'}),0.12708052181736393,0.4501799370220423,0.08142150247413406,0.6407079646017699
frozenset({'Spider-Man: Far from Home'}),frozenset({'Ant-Man and the Wasp'}),0.12708052181736393,0.20535312640575798,0.06758884390463338,0.5318584070796459
frozenset({'Spider-Man: Far from Home'}),frozenset({'Captain Marvel'}),0.12708052181736393,0.1420377867746289,0.0669140800719748,0.5265486725663716
frozenset({'Spider-Man: Far from Home'}),frozenset({'Avengers: Infinity War - Part II'}),0.12708052181736393,0.3116284300494827,0.11650922177237967,0.9168141592920354
frozenset({'Spider-Man: Far from Home'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.12708052181736393,0.33468286099865047,0.09806567701304543,0.7716814159292035
"frozenset({""Ocean's 8""})",frozenset({'Deadpool 2'}),0.09559154295996401,0.4501799370220423,0.059379217273954114,0.6211764705882353
"frozenset({""Ocean's 8""})",frozenset({'Ant-Man and the Wasp'}),0.09559154295996401,0.20535312640575798,0.050944669365722,0.5329411764705883
frozenset({'Tomb Raider'}),frozenset({'Deadpool 2'}),0.08333333333333333,0.4501799370220423,0.058816914080071975,0.7058029689608637
frozenset({'Bird Box'}),frozenset({'Deadpool 2'}),0.09817813765182186,0.4501799370220423,0.053643724696356275,0.5463917525773196
frozenset({'Bird Box'}),frozenset({'A Quiet Place'}),0.09817813765182186,0.247638326585695,0.058704453441295545,0.5979381443298969
frozenset({'Annihilation'}),frozenset({'Deadpool 2'}),0.21547458389563653,0.4501799370220423,0.11212325686009897,0.5203549060542797
frozenset({'Upgrade'}),frozenset({'Annihilation'}),0.11527215474583896,0.21547458389563653,0.06556455240665766,0.568780487804878
frozenset({'Annihilation'}),frozenset({'A Quiet Place'}),0.21547458389563653,0.247638326585695,0.11729644624381466,0.5443632567849687
frozenset({'Us'}),frozenset({'A Quiet Place'}),0.0860323886639676,0.247638326585695,0.05566801619433198,0.6470588235294118
frozenset({'Us'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.0860323886639676,0.33468286099865047,0.05128205128205128,0.596078431372549
frozenset({'Upgrade'}),frozenset({'Deadpool 2'}),0.11527215474583896,0.4501799370220423,0.07557354925775979,0.655609756097561
frozenset({'Venom'}),frozenset({'Deadpool 2'}),0.12291947818263607,0.4501799370220423,0.09109311740890688,0.7410795974382434
frozenset({'Solo: A Star Wars Story'}),frozenset({'Deadpool 2'}),0.1647548358074674,0.4501799370220423,0.10841205578047683,0.6580204778156996
frozenset({'Ant-Man and the Wasp'}),frozenset({'Deadpool 2'}),0.20535312640575798,0.4501799370220423,0.15204678362573099,0.7404162102957283
frozenset({'BlacKkKlansman'}),frozenset({'Deadpool 2'}),0.13663967611336034,0.4501799370220423,0.07411156095366622,0.5423868312757202
frozenset({'Captain Marvel'}),frozenset({'Deadpool 2'}),0.1420377867746289,0.4501799370220423,0.09660368870895186,0.6801266825019794
frozenset({'Searching'}),frozenset({'Deadpool 2'}),0.09131803868645974,0.4501799370220423,0.053756185335132704,0.5886699507389163
frozenset({'A Quiet Place'}),frozenset({'Deadpool 2'}),0.247638326585695,0.4501799370220423,0.14023841655420602,0.5663033605812897
frozenset({'Avengers: Infinity War - Part II'}),frozenset({'Deadpool 2'}),0.3116284300494827,0.4501799370220423,0.16576698155645525,0.5319379285456514
frozenset({'Aquaman'}),frozenset({'Deadpool 2'}),0.10605038236617184,0.4501799370220423,0.07950967161493477,0.7497348886532343
frozenset({'The Ballad of Buster Scruggs'}),frozenset({'Deadpool 2'}),0.103463787674314,0.4501799370220423,0.053756185335132704,0.5195652173913043
frozenset({'Incredibles 2'}),frozenset({'Deadpool 2'}),0.3069050832208727,0.4501799370220423,0.19658119658119658,0.6405276658116527
frozenset({'Spider-Man: Into the Spider-Verse'}),frozenset({'Deadpool 2'}),0.33468286099865047,0.4501799370220423,0.1715024741340531,0.5124327956989247
frozenset({'Upgrade'}),frozenset({'A Quiet Place'}),0.11527215474583896,0.247638326585695,0.06905083220872694,0.5990243902439024
frozenset({'Venom'}),frozenset({'Ant-Man and the Wasp'}),0.12291947818263607,0.20535312640575798,0.07456140350877193,0.6065873741994511
frozenset({'Venom'}),frozenset({'Avengers: Infinity War - Part II'}),0.12291947818263607,0.3116284300494827,0.07354925775978408,0.5983531564501373
frozenset({'Aquaman'}),frozenset({'Venom'}),0.10605038236617184,0.12291947818263607,0.05544309491677913,0.5227995758218452
frozenset({'Venom'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.12291947818263607,0.33468286099865047,0.06972559604138552,0.5672461116193962
frozenset({'Solo: A Star Wars Story'}),frozenset({'Ant-Man and the Wasp'}),0.1647548358074674,0.20535312640575798,0.0891812865497076,0.541296928327645
frozenset({'Solo: A Star Wars Story'}),frozenset({'Avengers: Infinity War - Part II'}),0.1647548358074674,0.3116284300494827,0.08310841205578047,0.5044368600682594
frozenset({'Solo: A Star Wars Story'}),frozenset({'Incredibles 2'}),0.1647548358074674,0.3069050832208727,0.08310841205578047,0.5044368600682594
frozenset({'Captain Marvel'}),frozenset({'Ant-Man and the Wasp'}),0.1420377867746289,0.20535312640575798,0.09300494826810617,0.6547901821060966
frozenset({'Ant-Man and the Wasp'}),frozenset({'Avengers: Infinity War - Part II'}),0.20535312640575798,0.3116284300494827,0.12190733243364822,0.5936473165388828
frozenset({'Aquaman'}),frozenset({'Ant-Man and the Wasp'}),0.10605038236617184,0.20535312640575798,0.07107512370670266,0.6702014846235419
frozenset({'Ant-Man and the Wasp'}),frozenset({'Incredibles 2'}),0.20535312640575798,0.3069050832208727,0.10919928025191183,0.531763417305586
frozenset({'Ant-Man and the Wasp'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.20535312640575798,0.33468286099865047,0.11088618983355826,0.5399780941949617
frozenset({'Captain Marvel'}),frozenset({'Avengers: Infinity War - Part II'}),0.1420377867746289,0.3116284300494827,0.11898335582546109,0.8376880443388757
frozenset({'Aquaman'}),frozenset({'Captain Marvel'}),0.10605038236617184,0.1420377867746289,0.06084120557804768,0.5737009544008483
frozenset({'Captain Marvel'}),frozenset({'Incredibles 2'}),0.1420377867746289,0.3069050832208727,0.07163742690058479,0.5043547110055423
frozenset({'Captain Marvel'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.1420377867746289,0.33468286099865047,0.09322986954565902,0.6563737133808393
frozenset({'Searching'}),frozenset({'A Quiet Place'}),0.09131803868645974,0.247638326585695,0.054318488529014844,0.5948275862068966
frozenset({'Aquaman'}),frozenset({'Avengers: Infinity War - Part II'}),0.10605038236617184,0.3116284300494827,0.0744489428699955,0.7020148462354188
frozenset({'Avengers: Infinity War - Part II'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.3116284300494827,0.33468286099865047,0.1942195231668916,0.6232407073258751
frozenset({'Spider-Man: Into the Spider-Verse'}),frozenset({'Avengers: Infinity War - Part II'}),0.33468286099865047,0.3116284300494827,0.1942195231668916,0.5803091397849462
frozenset({'Aquaman'}),frozenset({'Incredibles 2'}),0.10605038236617184,0.3069050832208727,0.05600539811066127,0.528101802757158
frozenset({'Aquaman'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.10605038236617184,0.33468286099865047,0.06578947368421052,0.6203605514316012
frozenset({'The Ballad of Buster Scruggs'}),frozenset({'Spider-Man: Into the Spider-Verse'}),0.103463787674314,0.33468286099865047,0.051731893837157,0.5
"frozenset({'Game Night', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.058142150247413406,0.5953666216824112,0.05004498425551057,0.8607350096711799
"frozenset({'Annihilation', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.0664642375168691,0.5953666216824112,0.057579847053531266,0.8663282571912013
"frozenset({'Deadpool 2', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.11459739091318039,0.5953666216824112,0.10605038236617184,0.9254170755642788
"frozenset({'Avengers: Infinity War - Part I', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.13798920377867746,0.4501799370220423,0.10605038236617184,0.7685411572942136
frozenset({'Mission: Impossible - Fallout'}),"frozenset({'Avengers: Infinity War - Part I', 'Deadpool 2'})",0.1715024741340531,0.3651596941070625,0.10605038236617184,0.6183606557377049
"frozenset({'Venom', 'Avengers: Infinity War - Part I'})",frozenset({'Mission: Impossible - Fallout'}),0.10211426000899686,0.1715024741340531,0.051731893837157,0.5066079295154184
"frozenset({'Venom', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.05623031938821413,0.5953666216824112,0.051731893837157,0.92
"frozenset({'Mission: Impossible - Fallout', 'Solo: A Star Wars Story'})",frozenset({'Avengers: Infinity War - Part I'}),0.06995051731893837,0.5953666216824112,0.06354026090868196,0.9083601286173635
"frozenset({'Ant-Man and the Wasp', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.08985605038236617,0.5953666216824112,0.08535762483130904,0.9499374217772215
"frozenset({'Avengers: Infinity War - Part I', 'Mission: Impossible - Fallout'})",frozenset({'Ant-Man and the Wasp'}),0.13798920377867746,0.20535312640575798,0.08535762483130904,0.6185819070904646
"frozenset({'Captain Marvel', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.05746738641475484,0.5953666216824112,0.05510571300044984,0.958904109589041
"frozenset({'A Quiet Place', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.07332433648223122,0.5953666216824112,0.06309041835357625,0.8604294478527608
"frozenset({'Avengers: Infinity War - Part II', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.08771929824561403,0.5953666216824112,0.0827710301394512,0.9435897435897437
"frozenset({'Avengers: Infinity War - Part I', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part II'}),0.13798920377867746,0.3116284300494827,0.0827710301394512,0.5998370008149959
"frozenset({'Incredibles 2', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.08738191632928476,0.5953666216824112,0.0783850652271705,0.8970398970398971
"frozenset({'Avengers: Infinity War - Part I', 'Mission: Impossible - Fallout'})",frozenset({'Incredibles 2'}),0.13798920377867746,0.3069050832208727,0.0783850652271705,0.5680521597392013
"frozenset({'Spider-Man: Into the Spider-Verse', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part I'}),0.08457040035987404,0.5953666216824112,0.07669815564552407,0.9069148936170214
"frozenset({'Avengers: Infinity War - Part I', 'Mission: Impossible - Fallout'})",frozenset({'Spider-Man: Into the Spider-Verse'}),0.13798920377867746,0.33468286099865047,0.07669815564552407,0.5558272208638957
"frozenset({'Annihilation', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.0664642375168691,0.4501799370220423,0.05060728744939271,0.7614213197969543
"frozenset({'Deadpool 2', 'Solo: A Star Wars Story'})",frozenset({'Mission: Impossible - Fallout'}),0.10841205578047683,0.1715024741340531,0.0545434098065677,0.5031120331950207
"frozenset({'Mission: Impossible - Fallout', 'Solo: A Star Wars Story'})",frozenset({'Deadpool 2'}),0.06995051731893837,0.4501799370220423,0.0545434098065677,0.779742765273312
"frozenset({'Ant-Man and the Wasp', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.08985605038236617,0.4501799370220423,0.07321187584345479,0.8147684605757196
"frozenset({'Deadpool 2', 'Mission: Impossible - Fallout'})",frozenset({'Ant-Man and the Wasp'}),0.11459739091318039,0.20535312640575798,0.07321187584345479,0.6388616290480863
"frozenset({'A Quiet Place', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.07332433648223122,0.4501799370220423,0.0569050832208727,0.7760736196319019
"frozenset({'Avengers: Infinity War - Part II', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.08771929824561403,0.4501799370220423,0.06747638326585695,0.7692307692307693
"frozenset({'Deadpool 2', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part II'}),0.11459739091318039,0.3116284300494827,0.06747638326585695,0.5888125613346418
"frozenset({'Incredibles 2', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.08738191632928476,0.4501799370220423,0.06905083220872694,0.7902187902187902
"frozenset({'Deadpool 2', 'Mission: Impossible - Fallout'})",frozenset({'Incredibles 2'}),0.11459739091318039,0.3069050832208727,0.06905083220872694,0.6025515210991168
"frozenset({'Spider-Man: Into the Spider-Verse', 'Mission: Impossible - Fallout'})",frozenset({'Deadpool 2'}),0.08457040035987404,0.4501799370220423,0.06545209176788123,0.773936170212766
"frozenset({'Deadpool 2', 'Mission: Impossible - Fallout'})",frozenset({'Spider-Man: Into the Spider-Verse'}),0.11459739091318039,0.33468286099865047,0.06545209176788123,0.5711481844946025
"frozenset({'Ant-Man and the Wasp', 'Solo: A Star Wars Story'})",frozenset({'Mission: Impossible - Fallout'}),0.0891812865497076,0.1715024741340531,0.052519118308591996,0.5889029003783103
"frozenset({'Ant-Man and the Wasp', 'Mission: Impossible - Fallout'})",frozenset({'Solo: A Star Wars Story'}),0.08985605038236617,0.1647548358074674,0.052519118308591996,0.5844806007509387
"frozenset({'Mission: Impossible - Fallout', 'Solo: A Star Wars Story'})",frozenset({'Ant-Man and the Wasp'}),0.06995051731893837,0.20535312640575798,0.052519118308591996,0.7508038585209005
"frozenset({'Ant-Man and the Wasp', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part II'}),0.08985605038236617,0.3116284300494827,0.059379217273954114,0.6608260325406758
"frozenset({'Avengers: Infinity War - Part II', 'Mission: Impossible - Fallout'})",frozenset({'Ant-Man and the Wasp'}),0.08771929824561403,0.20535312640575798,0.059379217273954114,0.676923076923077
"frozenset({'Ant-Man and the Wasp', 'Incredibles 2'})",frozenset({'Mission: Impossible - Fallout'}),0.10919928025191183,0.1715024741340531,0.05634278002699055,0.5159629248197733
"frozenset({'Ant-Man and the Wasp', 'Mission: Impossible - Fallout'})",frozenset({'Incredibles 2'}),0.08985605038236617,0.3069050832208727,0.05634278002699055,0.6270337922403003
"frozenset({'Incredibles 2', 'Mission: Impossible - Fallout'})",frozenset({'Ant-Man and the Wasp'}),0.08738191632928476,0.20535312640575798,0.05634278002699055,0.6447876447876447
"frozenset({'Ant-Man and the Wasp', 'Mission: Impossible - Fallout'})",frozenset({'Spider-Man: Into the Spider-Verse'}),0.08985605038236617,0.33468286099865047,0.05398110661268556,0.6007509386733417
"frozenset({'Spider-Man: Into the Spider-Verse', 'Mission: Impossible - Fallout'})",frozenset({'Ant-Man and the Wasp'}),0.08457040035987404,0.20535312640575798,0.05398110661268556,0.6382978723404256
"frozenset({'Captain Marvel', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part II'}),0.05746738641475484,0.3116284300494827,0.05083220872694557,0.8845401174168297
"frozenset({'Avengers: Infinity War - Part II', 'Mission: Impossible - Fallout'})",frozenset({'Captain Marvel'}),0.08771929824561403,0.1420377867746289,0.05083220872694557,0.5794871794871795
"frozenset({'Avengers: Infinity War - Part II', 'Mission: Impossible - Fallout'})",frozenset({'Spider-Man: Into the Spider-Verse'}),0.08771929824561403,0.33468286099865047,0.06084120557804768,0.6935897435897436
"frozenset({'Spider-Man: Into the Spider-Verse', 'Mission: Impossible - Fallout'})",frozenset({'Avengers: Infinity War - Part II'}),0.08457040035987404,0.3116284300494827,0.06084120557804768,0.7194148936170213
"frozenset({'Incredibles 2', 'Mission: Impossible - Fallout'})",frozenset({'Spider-Man: Into the Spider-Verse'}),0.08738191632928476,0.33468286099865047,0.05465587044534413,0.6254826254826255
"frozenset({'Spider-Man: Into the Spider-Verse', 'Mission: Impossible - Fallout'})",frozenset({'Incredibles 2'}),0.08457040035987404,0.3069050832208727,0.05465587044534413,0.6462765957446809
"frozenset({'A Star Is Born', 'Avengers: Infinity War - Part I'})",frozenset({'Deadpool 2'}),0.0684885290148448,0.4501799370220423,0.051731893837157,0.755336617405583
"frozenset({'A Star Is Born', 'Deadpool 2'})",frozenset({'Avengers: Infinity War - Part I'}),0.06005398110661268,0.5953666216824112,0.051731893837157,0.8614232209737829
"frozenset({'Shazam!', 'Avengers: Infinity War - Part I'})",frozenset({'Deadpool 2'}),0.06162843004948268,0.4501799370220423,0.050944669365722,0.8266423357664234
"frozenset({'Shazam!', 'Deadpool 2'})",frozenset({'Avengers: Infinity War - Part I'}),0.05510571300044984,0.5953666216824112,0.050944669365722,0.9244897959183674
frozenset({'Shazam!'}),"frozenset({'Avengers: Infinity War - Part I', 'Deadpool 2'})",0.07219973009446694,0.3651596941070625,0.050944669365722,0.705607476635514
"frozenset({'Avengers: Infinity War - Part II', 'Shazam!'})",frozenset({'Avengers: Infinity War - Part I'}),0.06027890238416554,0.5953666216824112,0.0561178587494377,0.9309701492537313
"frozenset({'Shazam!', 'Avengers: Infinity War - Part I'})",frozenset({'Avengers: Infinity War - Part II'}),0.06162843004948268,0.3116284300494827,0.0561178587494377,0.9105839416058394
